Year	113 Cause Name	Cause Name	State	Deaths	Age-adjusted Death Rate
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	793	13.4
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	792	13.2
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Virginia	791	11.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	790	12.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	790	20.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	789	8.3
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	788	15.7
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	786	8.3
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arizona	784	15.6
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	782	18.6
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	779	13
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	778	13.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	776	17.1
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	772	17.8
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	769	13.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Virginia	768	10.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arizona	767	14.8
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arizona	766	15.5
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	762	12.9
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	762	17.8
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	757	8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	756	16.8
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	753	15.2
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	750	14.9
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	745	11.9
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	745	12.8
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	745	13.2
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	743	12.1
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	743	12.8
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	742	14.8
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	736	11.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	736	19.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	730	12.7
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	730	15.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	730	13.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	729	12.7
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	728	16.1
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	728	16
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Washington	727	12.4
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	727	16.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	727	12.5
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	726	12.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	725	12.8
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	724	12.5
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	724	14.7
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	724	16.2
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	724	17.8
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	723	12.4
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	722	16.5
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	722	15.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	721	14.4
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	719	7.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	715	11.7
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	715	12.4
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	715	14.5
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Washington	712	11.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Tennessee	711	12.2
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	704	11.3
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	701	15.6
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	700	12.6
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	699	12.5
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	698	16.8
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	696	14
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	693	12.1
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	693	18.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	689	7.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	687	7.2
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	686	12.2
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	685	17.1
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	683	11.3
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	683	12.5
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	683	7.4
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Missouri	679	11.8
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	679	14
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	679	14.3
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	678	12.1
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	677	14.2
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	675	15.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	673	13.7
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	673	13.7
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	670	12
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	670	17.6
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	665	17.2
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	662	11.9
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	658	13.6
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	656	16.6
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	656	12
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	654	13.2
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	650	21.4
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	649	15.1
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	647	11.6
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	644	16.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	643	11.6
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	642	8.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	639	11.7
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	637	13.5
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	631	14.2
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	631	8.8
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	630	22.4
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Indiana	628	10.4
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	627	11.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	622	14.6
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	620	21.8
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	619	13
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	618	16.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	615	6.8
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	613	14.3
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	612	14
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	606	11.2
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	606	9.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	604	12.6
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	604	8.7
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	598	8.8
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	597	6.8
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	596	6.7
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	596	11.2
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	596	8.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	594	15.3
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	593	11.1
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	592	16.2
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	592	12.4
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	592	13.5
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wisconsin	590	10.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	588	6.8
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	588	6.7
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	586	9.4
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	585	6.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	585	8.4
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	584	10.8
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	583	13.1
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	583	9.5
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	583	12.4
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	580	12.4
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	579	15.3
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	579	21.4
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	577	19.1
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	575	15.7
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Colorado	574	13.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	573	12.5
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	573	19.6
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	572	10.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	572	14.5
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	572	8.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	569	9.2
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	567	13.6
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	567	15.3
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	567	12.4
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	566	13.4
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	565	12
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	563	6.6
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	560	6.6
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	560	13.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	560	14.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	559	20.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	558	9.2
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	558	18.4
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	557	6.2
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	557	12.3
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	555	12.5
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	555	15.1
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	555	18.2
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	554	10.6
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	553	6.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	553	8.8
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	551	9.3
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	550	21
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	547	10.5
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	547	19.8
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	541	11.7
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	541	18.6
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	540	13
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	537	11.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	537	15
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Jersey	536	6.1
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	535	11.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	532	12
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	531	14.7
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	530	11.6
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	530	7.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	528	19.7
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	524	10.2
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	524	11.8
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	524	18.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	522	14.8
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	522	12
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	521	12.8
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	521	11.4
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	518	11.9
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	518	14.4
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	518	9
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	516	7.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	516	18.4
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	516	17.3
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	515	14.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	515	17.3
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	514	11.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	514	17.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alabama	512	11.4
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	510	11.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	509	7.5
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	507	8.7
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	506	14.4
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	505	14.4
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	505	11
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	505	18.7
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	502	8.3
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	502	19.4
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	502	17.4
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	501	14.4
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	500	8.8
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	500	23.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	499	11.2
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	497	14.6
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	497	9.8
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	497	9.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	495	12.1
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	495	8.6
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	493	14.1
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	493	11.2
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	492	14.4
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	492	11.5
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	491	8.9
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	490	10.9
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	486	19.3
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	485	16.3
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	482	11.3
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	480	9.6
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	480	7.2
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	480	19.8
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oregon	478	13.9
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	477	8.8
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	477	16.3
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Oklahoma	476	13.7
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	476	11.5
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	474	9
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	473	18.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	472	8.4
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	471	18
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	471	22.5
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kentucky	470	11.6
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	468	10.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	467	11.4
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	462	16
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Louisiana	461	10.3
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	455	15.7
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	454	8.4
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	451	14.6
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	450	6.7
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Utah	449	17.9
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	449	21
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	447	15.5
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	447	15.5
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	447	14.4
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	443	11.1
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	442	21.3
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	440	8.9
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	440	10.8
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	440	18.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Minnesota	437	9
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	436	6.6
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Maryland	435	8.3
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	434	19.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	433	6.5
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	433	13.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	431	6.7
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	431	20.3
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Mississippi	431	14
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	426	6.5
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Massachusetts	425	6.4
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Kansas	425	14.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Nevada	423	19.7
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Arkansas	422	14.5
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Iowa	422	13.9
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	420	20.3
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	New Mexico	419	20.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Carolina	418	10.5
